Id,course_title,is_paid,price,num_subscribers,level,content_duration,rating,language,category,anio_publicacion,ingreso_por_curso,plataforma,add_certificate,price_Certificate
87,"Binary Options: Trading Strategies, 90% Accuracy and Signals",Si,195,1723.0,Beginner,1.0,3.5,English,Finance & Accounting,2015.0,335985.0,Udemy,,
88,Live Account - ETF Trading System - Hacking The Stock Market,Si,150,2318.0,All,5.0,4.4,English,Finance & Accounting,2014.0,347700.0,Udemy,,
89,Stock Market Leverage: How to Start Trading Options Wisely,Si,95,2153.0,Beginner,1.5,3.7,English,Finance & Accounting,2015.0,204535.0,Udemy,,
90,Stock Market Foundations,No,0,19339.0,Beginner,2.0,4.2,English,Finance & Accounting,2014.0,0.0,Udemy,,
91,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,Si,150,1535.0,All,62.0,4.3,English,Finance & Accounting,2016.0,230250.0,Udemy,,
92,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,Si,20,1027.0,All,1.5,4.4,English,Finance & Accounting,2016.0,20540.0,Udemy,,
93,Forex SOS Course: Trading Tweaks And Working Forex Strategy,Si,50,1315.0,Beginner,2.5,4.3,English,Finance & Accounting,2015.0,65750.0,Udemy,,
94,Introduction to Financial Modeling,No,0,29167.0,Intermediate,1.5,4.2,English,Finance & Accounting,2014.0,0.0,Udemy,,
95,Option Spreads and Credit Spreads Bundle,Si,180,2212.0,Expert,4.5,4.4,English,Finance & Accounting,2013.0,398160.0,Udemy,,
96,FOREX TRADING - Learn in a quick + profitable way + support,Si,100,271.0,All,3.5,3.9,English,Finance & Accounting,2017.0,27100.0,Udemy,,
97,Auditing Basics (Professional Course Level),Si,25,3771.0,All,2.5,4.6,English,Finance & Accounting,2015.0,94275.0,Udemy,,
98,Stock market Investing Encyclopedia: How to invest in stocks,Si,200,3143.0,Intermediate,3.0,4.6,English,Finance & Accounting,2015.0,628600.0,Udemy,,
99,Learn the basics of preparing accounting statements,Si,20,1951.0,Intermediate,0.55,4.7,English,Finance & Accounting,2015.0,39020.0,Udemy,,
100,Elliott Wave -Forex Trading With The Elliott Wave Theory,Si,90,4022.0,Expert,1.0,3.6,English,Finance & Accounting,2016.0,361980.0,Udemy,,
101,Corporate Finance - A Brief Introduction,No,0,11724.0,Beginner,1.5,4.3,English,Finance & Accounting,2016.0,0.0,Udemy,,
102,Excel functions to analyze and visualize data,Si,20,2283.0,Intermediate,2.0,4.6,English,Office Productivity,2015.0,45660.0,Udemy,,
103,Building Financial Statements in Excel,Si,35,1181.0,Beginner,1.0,4.6,English,Finance & Accounting,2017.0,41335.0,Udemy,,
104,Accounting: Get Hired Without Work Experience,Si,100,4661.0,All,1.0,3.7,English,Finance & Accounting,2014.0,466100.0,Udemy,,
105,Basic Bookkeeping Hacks,Si,20,5841.0,All,1.5,3.6,English,Finance & Accounting,2016.0,116820.0,Udemy,,
106,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",Si,60,1922.0,All,20.0,4.3,English,Finance & Accounting,2016.0,115320.0,Udemy,,
